# Best fit model.
# chi^2=2.710200e+01.
# z_eff=0.470567.
# Parameters:   8.8106e-01   8.0168e-01   4.0120e-01   1.9265e-01   2.5189e+00   9.7549e-01
#         ell        C_l_a        C_l_x
   5.1000e+02   7.0584e-06   5.2363e-08
   5.1100e+02   7.0520e-06   5.2249e-08
   5.1200e+02   7.0457e-06   5.2136e-08
   5.1300e+02   7.0393e-06   5.2022e-08
   5.1400e+02   7.0331e-06   5.1910e-08
   5.1500e+02   7.0268e-06   5.1798e-08
   5.1600e+02   7.0206e-06   5.1686e-08
   5.1700e+02   7.0143e-06   5.1575e-08
   5.1800e+02   7.0081e-06   5.1464e-08
   5.1900e+02   7.0020e-06   5.1354e-08
   5.2000e+02   6.9958e-06   5.1245e-08
   5.2100e+02   6.9897e-06   5.1136e-08
   5.2200e+02   6.9836e-06   5.1027e-08
   5.2300e+02   6.9776e-06   5.0919e-08
   5.2400e+02   6.9715e-06   5.0811e-08
